element_key,input_text,target_text_xpath,target_text_css,class
cls_div_help-view-links-std,"<div class=""help-view-links-std""><div class=""help-favorites help-view-links-std__favorites""><div class=""content-header help-favorites__title""><div class=""content-header__info""><h2 class=""content-header__title"">Frequently Asked Questions</h2></div></div><ul class=""zds-cell-list help-favorites__cell-list""><li class=""zds-cell zds-selection-cell help-favorites__selection-cell""><button data-qa-id=""favorite-ItemsAvailability"" type=""button"" class=""zds-selection-cell__button-wrapper""><div class=""zds-selection-cell_","//div[contains(@class, 'help-view-links-std')]",div.help-view-links-std,help-view-links-std
cls_div_help-favorites,"<div class=""help-favorites help-view-links-std__favorites""><div class=""content-header help-favorites__title""><div class=""content-header__info""><h2 class=""content-header__title"">Frequently Asked Questions</h2></div></div><ul class=""zds-cell-list help-favorites__cell-list""><li class=""zds-cell zds-selection-cell help-favorites__selection-cell""><button data-qa-id=""favorite-ItemsAvailability"" type=""button"" class=""zds-selection-cell__button-wrapper""><div class=""zds-selection-cell__text-wrapper""><div class=""zds-se","//div[contains(@class, 'help-favorites')]",div.help-favorites,help-favorites help-view-links-std__favorites
cls_h2_content-header__title,"<h2 class=""content-header__title"">Frequently Asked Questions</h2>","//h2[contains(@class, 'content-header__title')]",h2.content-header__title,content-header__title
qaid_button_favorite-ItemsAvailability,"<button data-qa-id=""favorite-ItemsAvailability"" type=""button"" class=""zds-selection-cell__button-wrapper""><div class=""zds-selection-cell__text-wrapper""><div class=""zds-selection-cell__wrapper""><div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title"">ITEMS AVAILABILITY </div></div></div></div></button>",//button[@data-qa-id='favorite-ItemsAvailability'],button[data-qa-id='favorite-ItemsAvailability'],zds-selection-cell__button-wrapper
cls_div_zds-selection-cell__text-wrapper,"<div class=""zds-selection-cell__text-wrapper""><div class=""zds-selection-cell__wrapper""><div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title"">ITEMS AVAILABILITY </div></div></div></div>","//div[contains(@class, 'zds-selection-cell__text-wrapper')]",div.zds-selection-cell__text-wrapper,zds-selection-cell__text-wrapper
cls_div_zds-selection-cell__wrapper,"<div class=""zds-selection-cell__wrapper""><div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title"">ITEMS AVAILABILITY </div></div></div>","//div[contains(@class, 'zds-selection-cell__wrapper')]",div.zds-selection-cell__wrapper,zds-selection-cell__wrapper
cls_div_zds-selection-cell__column,"<div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title"">ITEMS AVAILABILITY </div></div>","//div[contains(@class, 'zds-selection-cell__column')]",div.zds-selection-cell__column,zds-selection-cell__column
cls_div_zds-selection-cell__title,"<div class=""zds-selection-cell__title"">ITEMS AVAILABILITY </div>","//div[contains(@class, 'zds-selection-cell__title')]",div.zds-selection-cell__title,zds-selection-cell__title
qaid_button_favorite-StoreReceiptFinder,"<button data-qa-id=""favorite-StoreReceiptFinder"" type=""button"" class=""zds-selection-cell__button-wrapper""><div class=""zds-selection-cell__text-wrapper""><div class=""zds-selection-cell__wrapper""><div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title"">RETRIEVE MY STORE RECEIPT</div></div></div></div></button>",//button[@data-qa-id='favorite-StoreReceiptFinder'],button[data-qa-id='favorite-StoreReceiptFinder'],zds-selection-cell__button-wrapper
qaid_button_favorite-OrderStatus,"<button data-qa-id=""favorite-OrderStatus"" type=""button"" class=""zds-selection-cell__button-wrapper""><div class=""zds-selection-cell__text-wrapper""><div class=""zds-selection-cell__wrapper""><div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title"">ORDER STATUS</div></div></div></div></button>",//button[@data-qa-id='favorite-OrderStatus'],button[data-qa-id='favorite-OrderStatus'],zds-selection-cell__button-wrapper
qaid_button_favorite-PricesPolicy,"<button data-qa-id=""favorite-PricesPolicy"" type=""button"" class=""zds-selection-cell__button-wrapper""><div class=""zds-selection-cell__text-wrapper""><div class=""zds-selection-cell__wrapper""><div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title"">PRICING POLICY</div></div></div></div></button>",//button[@data-qa-id='favorite-PricesPolicy'],button[data-qa-id='favorite-PricesPolicy'],zds-selection-cell__button-wrapper
qaid_button_favorite-HowToReturn,"<button data-qa-id=""favorite-HowToReturn"" type=""button"" class=""zds-selection-cell__button-wrapper""><div class=""zds-selection-cell__text-wrapper""><div class=""zds-selection-cell__wrapper""><div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title"">HOW TO RETURN</div></div></div></div></button>",//button[@data-qa-id='favorite-HowToReturn'],button[data-qa-id='favorite-HowToReturn'],zds-selection-cell__button-wrapper
qaid_button_favorite-Refund,"<button data-qa-id=""favorite-Refund"" type=""button"" class=""zds-selection-cell__button-wrapper""><div class=""zds-selection-cell__text-wrapper""><div class=""zds-selection-cell__wrapper""><div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title"">REFUNDS</div></div></div></div></button>",//button[@data-qa-id='favorite-Refund'],button[data-qa-id='favorite-Refund'],zds-selection-cell__button-wrapper
cls_div_help-center-categories-std__container,"<div class=""help-center-categories-std__container""><nav aria-labelledby=""zds-539"" class=""help-category__nav""><h3 id=""zds-539"" class=""help-category__categories-title"">MY ZARA ACCOUNT</h3><ul><li><a class=""help-category__subcategories-title link"" data-qa-id=""article-link"" href=""https://www.zara.com/ie/en/help-center/RegisterAndLogin"" tabindex=""0"">REGISTRATION AND LOG IN</a></li><li><a class=""help-category__subcategories-title link"" data-qa-id=""article-link"" href=""https://www.zara.com/ie/en/help-center/Profile","//div[contains(@class, 'help-center-categories-std__container')]",div.help-center-categories-std__container,help-center-categories-std__container
id_h3_zds-539,"<h3 id=""zds-539"" class=""help-category__categories-title"">MY ZARA ACCOUNT</h3>",//h3[@id='zds-539'],h3#zds-539,help-category__categories-title
qaid_a_article-link,"<a class=""help-category__subcategories-title link"" data-qa-id=""article-link"" href=""https://www.zara.com/ie/en/help-center/RegisterAndLogin"" tabindex=""0"">REGISTRATION AND LOG IN</a>",//a[@data-qa-id='article-link'],a[data-qa-id='article-link'],help-category__subcategories-title link
id_h3_zds-540,"<h3 id=""zds-540"" class=""help-category__categories-title"">ITEMS AND SIZES</h3>",//h3[@id='zds-540'],h3#zds-540,help-category__categories-title
id_h3_zds-541,"<h3 id=""zds-541"" class=""help-category__categories-title"">GIFT OPTIONS</h3>",//h3[@id='zds-541'],h3#zds-541,help-category__categories-title
id_h3_zds-542,"<h3 id=""zds-542"" class=""help-category__categories-title"">SHIPPING</h3>",//h3[@id='zds-542'],h3#zds-542,help-category__categories-title
id_h3_zds-543,"<h3 id=""zds-543"" class=""help-category__categories-title"">PAYMENTS AND INVOICES</h3>",//h3[@id='zds-543'],h3#zds-543,help-category__categories-title
id_h3_zds-544,"<h3 id=""zds-544"" class=""help-category__categories-title"">MY PURCHASES</h3>",//h3[@id='zds-544'],h3#zds-544,help-category__categories-title
id_h3_zds-545,"<h3 id=""zds-545"" class=""help-category__categories-title"">EXCHANGES, RETURNS AND REFUNDS</h3>",//h3[@id='zds-545'],h3#zds-545,help-category__categories-title
id_h3_zds-546,"<h3 id=""zds-546"" class=""help-category__categories-title"">ZARA PRE-OWNED</h3>",//h3[@id='zds-546'],h3#zds-546,help-category__categories-title
id_h3_zds-547,"<h3 id=""zds-547"" class=""help-category__categories-title"">ZARA EXPERIENCES</h3>",//h3[@id='zds-547'],h3#zds-547,help-category__categories-title
cls_div_help-view-links-std__contact,"<div class=""help-view-links-std__contact""><button class=""help-contact-link__button"" data-qa-id=""help-contact""><div class=""help-contact-link__content""><div class=""help-contact-link__cell""><div class=""help-contact-link__icon"" role=""presentation""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M3.7 3.7h16.6v13h-8.14L7.3 20.172V16.7H3.7v-13zm1 1v11h3.6v2.528l3.54-2.528h7.46v-11H4.7z""></path></svg>","//div[contains(@class, 'help-view-links-std__contact')]",div.help-view-links-std__contact,help-view-links-std__contact
qaid_button_help-contact,"<button class=""help-contact-link__button"" data-qa-id=""help-contact""><div class=""help-contact-link__content""><div class=""help-contact-link__cell""><div class=""help-contact-link__icon"" role=""presentation""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M3.7 3.7h16.6v13h-8.14L7.3 20.172V16.7H3.7v-13zm1 1v11h3.6v2.528l3.54-2.528h7.46v-11H4.7z""></path></svg></div><div class=""help-contact-link__texts",//button[@data-qa-id='help-contact'],button[data-qa-id='help-contact'],help-contact-link__button
cls_div_help-contact-link__content,"<div class=""help-contact-link__content""><div class=""help-contact-link__cell""><div class=""help-contact-link__icon"" role=""presentation""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M3.7 3.7h16.6v13h-8.14L7.3 20.172V16.7H3.7v-13zm1 1v11h3.6v2.528l3.54-2.528h7.46v-11H4.7z""></path></svg></div><div class=""help-contact-link__texts""><div class=""help-contact-link__title""><span>Can’t find what you’re","//div[contains(@class, 'help-contact-link__content')]",div.help-contact-link__content,help-contact-link__content
cls_div_help-contact-link__cell,"<div class=""help-contact-link__cell""><div class=""help-contact-link__icon"" role=""presentation""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M3.7 3.7h16.6v13h-8.14L7.3 20.172V16.7H3.7v-13zm1 1v11h3.6v2.528l3.54-2.528h7.46v-11H4.7z""></path></svg></div><div class=""help-contact-link__texts""><div class=""help-contact-link__title""><span>Can’t find what you’re looking for?</span></div><div class=""he","//div[contains(@class, 'help-contact-link__cell')]",div.help-contact-link__cell,help-contact-link__cell
cls_div_help-contact-link__icon,"<div class=""help-contact-link__icon"" role=""presentation""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M3.7 3.7h16.6v13h-8.14L7.3 20.172V16.7H3.7v-13zm1 1v11h3.6v2.528l3.54-2.528h7.46v-11H4.7z""></path></svg></div>","//div[contains(@class, 'help-contact-link__icon')]",div.help-contact-link__icon,help-contact-link__icon
cls_div_help-contact-link__texts,"<div class=""help-contact-link__texts""><div class=""help-contact-link__title""><span>Can’t find what you’re looking for?</span></div><div class=""help-contact-link__description""><span>Contact us</span></div></div>","//div[contains(@class, 'help-contact-link__texts')]",div.help-contact-link__texts,help-contact-link__texts
cls_div_help-contact-link__title,"<div class=""help-contact-link__title""><span>Can’t find what you’re looking for?</span></div>","//div[contains(@class, 'help-contact-link__title')]",div.help-contact-link__title,help-contact-link__title
cls_div_help-contact-link__description,"<div class=""help-contact-link__description""><span>Contact us</span></div>","//div[contains(@class, 'help-contact-link__description')]",div.help-contact-link__description,help-contact-link__description
cls_div_help-view__fixed-content,"<div class=""help-view__fixed-content""></div>","//div[contains(@class, 'help-view__fixed-content')]",div.help-view__fixed-content,help-view__fixed-content
cls_div_layout-header-std__category-title-container,"<div class=""layout-header-std__category-title-container""><div class=""layout-header-logo layout-header-std__logo layout-catalog__logo""><div class=""layout-catalog-logo""><a class=""layout-catalog-logo__link link"" href=""https://www.zara.com/ie/"" title=""ZARA Ireland, Go to the Zara homepage"" itemprop=""url"" data-qa-action=""logo-click"" aria-label=""Go to home page"" tabindex=""0""><svg class=""layout-catalog-logo-icon"" aria-hidden=""true"" width=""274"" viewBox=""0 0 132 55"" xmlns=""http://www.w3.org/2000/svg""><path fill-rule","//div[contains(@class, 'layout-header-std__category-title-container')]",div.layout-header-std__category-title-container,layout-header-std__category-title-container
cls_div_layout-header-std__category-title,"<div class=""layout-header-std__category-title""><h1 class=""products-category-title"">The New</h1></div>","//div[contains(@class, 'layout-header-std__category-title')]",div.layout-header-std__category-title,layout-header-std__category-title
